id,road,lrp,chainage,lat,lon,name,model_type,structure_type,length,condition
1303,N1,LRP460C,456.44,20.9027222,92.279416,Box culvert,bridge,Bridge,310.9999999999786,A
1304,N1,LRP460D,456.751,20.9003333,92.2807216,Bridge start,bridge,Bridge,36.000000000001364,A
1305,N1,LRP460E,456.787,20.9001111,92.2809716,Bridge end,bridge,Bridge,112.99999999999955,A
1306,N1,LRP460F,456.9,20.8994441,92.2817216,Box culvert,bridge,Bridge,164.0000000000441,A
1307,N1,LRP460G,457.064,20.8984719,92.2828604,Bridge start,bridge,Bridge,46.99999999996862,A
1308,N1,LRP460H,457.111,20.8982219,92.283166,Bridge end,bridge,Bridge,14.999999999986358,A
1309,N1,LRP461,457.126,20.8981108,92.2832493,Km post missing,link,,22.000000000048203,N/A
1310,N1,LRP461A,457.148,20.8980274,92.283333,Box culvert,bridge,Bridge,52.99999999999727,A
1311,N1,LRP461B,457.201,20.8977497,92.2836941,Box culvert,bridge,Bridge,209.99999999997954,A
1312,N1,LRP461C,457.411,20.8969163,92.2854441,Bridge start,bridge,Bridge,33.00000000001546,A
1313,N1,LRP461D,457.444,20.8967774,92.2857219,Bridge end,bridge,Bridge,46.99999999996862,A
1314,N1,LRP461E,457.491,20.8965552,92.286083,Box culvert,bridge,Bridge,218.9999999999941,A
1315,N1,LRP461F,457.71,20.8953608,92.2877219,Box culvert,bridge,Bridge,84.00000000000318,A
1316,N1,LRP461G,457.794,20.8948052,92.2881941,Box culvert,bridge,Bridge,103.00000000000864,A
1317,N1,LRP461H,457.897,20.894083,92.2887774,Bridge start,bridge,Bridge,24.00000000000091,A
1318,N1,LRP461I,457.921,20.8939441,92.2889163,Bridge end,bridge,Bridge,105.00000000001819,A
1319,N1,LRP461J,458.026,20.8932774,92.2896386,Box culvert,bridge,Bridge,79.00000000000773,A
1320,N1,LRP461K,458.105,20.8927774,92.2901386,Box culvert,bridge,Bridge,20.999999999958163,A
1321,N1,LRP462,458.126,20.8926386,92.2902774,Km post missing,link,,171.0000000000491,N/A
1322,N1,LRP462A,458.297,20.8919163,92.2916663,Bridge start,bridge,Bridge,19.99999999998181,A
1323,N1,LRP462B,458.317,20.8918886,92.2918052,Bridge end,bridge,Bridge,55.999999999983174,A
1324,N1,LRP463,458.373,20.891833,92.2923052,Teknaf 4 km,link,,742.0000000000186,N/A
1325,N1,LRP463A,459.115,20.8889163,92.2982497,Bridge start,bridge,Bridge,14.999999999986358,B
1326,N1,LRP463B,459.13,20.888833,92.2983886,Bridge end,bridge,Bridge,257.99999999998136,B
1327,N1,LRP464,459.388,20.8869441,92.2996386,Info.Missing,link,,133.0000000000382,N/A
1328,N1,LRP464A,459.521,20.8858608,92.2991941,Box culvert,bridge,Box Culvert,473.99999999998954,A
1329,N1,LRP464B,459.995,20.8820271,92.2977774,Box culvert,bridge,Bridge,430.9999999999832,C
1330,N1,LRP465,460.426,20.8782216,92.2977774,Teknaf 2 km,link,,163.0000000000109,N/A
1331,N1,LRP465A,460.589,20.8768604,92.2978886,Bridge start,bridge,Bridge,43.00000000000637,C
1332,N1,LRP465B,460.632,20.8764993,92.2978886,Bridge end,bridge,Bridge,793.9999999999827,C
1333,N1,LRP466,461.426,20.8692771,92.2981386,Km post missing,link,,50.00000000001137,N/A
1334,N1,LRP466A,461.476,20.8688604,92.2982219,Box culvert,bridge,Bridge,427.99999999999727,C
1335,N1,LRP466B,461.904,20.8650278,92.2982497,Bridge start,bridge,Bridge,42.00000000003001,C
1336,N1,LRP466C,461.946,20.8646667,92.2981941,Bridge end,bridge,Bridge,177.99999999999727,C
1337,N1,LRP467,462.124,20.8629722,92.298083,Infor.missing,link,,129.99999999999545,N/A
1338,N1,LRPE,462.254,20.8629167,92.298083,"End of Road at Shapla Chattar ,Teknaf Meet with Z1098 &Z1099.",sink,,0.0,N/A
