id,road,lrp,chainage,lat,lon,name,model_type,structure_type,length,condition
788,N1,LRP325A,320.542,21.8597222,92.0602778,Bridge start,bridge,Bridge,59.00000000002592,A
789,N1,LRP325B,320.601,21.8592222,92.0604444,Bridge end,bridge,Bridge,723.9999999999895,A
790,N1,LRP326,321.325,21.85275,92.0609722,"Cox,s Bazar 69 km",link,,21.000000000015007,N/A
791,N1,LRP326A,321.346,21.8526111,92.0609722,Box culvert,bridge,Box Culvert,228.999999999985,A
792,N1,LRP326B,321.575,21.8505,92.0609444,Box culvert,bridge,Box Culvert,764.9999999999864,A
793,N1,LRP327,322.34,21.8441386,92.0628056,"Cox,s Bazar 68 km",link,,213.00000000002228,N/A
794,N1,LRP327A,322.553,21.842583,92.0638611,Box culvert,bridge,Box Culvert,322.00000000000273,A
795,N1,LRP327B,322.875,21.8399719,92.0651389,Box culvert,bridge,Box Culvert,482.00000000002774,A
796,N1,LRP328,323.357,21.8363052,92.067416,"Cox,s Bazar 67 km",link,,313.99999999996453,N/A
797,N1,LRP328A,323.671,21.8336663,92.0684438,Box culvert,bridge,Box Culvert,170.99999999999227,A
798,N1,LRP328B,323.842,21.8322216,92.0689993,Road to Paharchaanda(Z1125),link,,482.00000000002774,N/A
799,N1,LRP329,324.324,21.8280827,92.0712771,Cox's Bazar 66 km,link,,293.9999999999827,N/A
800,N1,LRP329A,324.618,21.8256938,92.0723882,Bridge start,bridge,Bridge,48.00000000000182,A
801,N1,LRP329B,324.666,21.8252771,92.0725549,Bridge end,bridge,Bridge,516.9999999999959,A
802,N1,LRP329C,325.183,21.8208882,92.0741104,Box culvert,bridge,Box Culvert,149.0000000000009,A
803,N1,LRP330,325.332,21.8195271,92.0741382,Cox's Bazar 65km,link,,180.99999999998317,N/A
804,N1,LRP330A,325.513,21.8179716,92.073916,Box culvert,bridge,Box Culvert,831.0000000000173,A
805,N1,LRP331,326.344,21.8119444,92.0776382,Cox.s Bazar 64 km,link,,843.9999999999941,N/A
806,N1,LRP331A,327.188,21.8045278,92.077166,Road to Paharchanda(Z1002),link,,156.0000000000059,N/A
807,N1,LRP331B,327.344,21.8031389,92.0772493,Bridge start,bridge,Box Culvert,14.999999999986358,A
808,N1,LRP331C,327.359,21.8030278,92.0772771,Bridge end,bridge,Box Culvert,10.000000000047748,A
809,N1,LRP332,327.369,21.8029167,92.0772771,"Cox,s Bazar 63 km",link,,992.999999999995,N/A
810,N1,LRP333,328.362,21.7941941,92.0783882,"Cox,s Bazar 62 km",link,,774.9999999999773,N/A
811,N1,LRP333A,329.137,21.7873886,92.0788882,Box culvert,bridge,Box Culvert,100.00000000002274,A
812,N1,LRP333B,329.237,21.7864997,92.0790271,Box culvert,bridge,Box Culvert,137.9999999999768,A
813,N1,LRP334,329.375,21.7853052,92.079166,"Cox,s Bazar 61 km",link,,180.00000000000682,N/A
814,N1,LRP334A,329.555,21.7836941,92.0792771,Box culvert,bridge,Box Culvert,819.0000000000168,B
815,N1,LRP335,330.374,21.7782493,92.0840552,"Cox,s Bazar 60 km",link,,79.99999999998408,N/A
816,N1,LRP335A,330.454,21.7776382,92.0843886,Box culvert,bridge,Box Culvert,224.9999999999659,A
817,N1,LRP335B,330.679,21.7758049,92.0851108,Box culvert,bridge,Box Culvert,195.00000000005002,A
818,N1,LRP335C,330.874,21.7737216,92.0840552,Intersection with Z1126,link,,134.9999999999909,N/A
819,N1,LRP335D,331.009,21.7732771,92.0837219,Box culvert,bridge,Box Culvert,293.00000000000637,A
820,N1,LRP336,331.302,21.7713049,92.0818327,"Cox,s Bazar 59 km",link,,24.00000000000091,N/A
821,N1,LRP336A,331.326,21.7711938,92.0816382,Bridge start,bridge,PC Box,310.9999999999786,C
822,N1,LRP336B,331.637,21.7693327,92.079416,Bridge end,bridge,PC Box,428.9999999999736,C
823,N1,LRP336C,332.066,21.7664722,92.0767771,Road to Tuabazar (Z1127),link,,236.00000000004684,N/A
824,N1,LRP337,332.302,21.7646389,92.075916,Km post missing,link,,574.9999999999886,N/A
825,N1,LRP337A,332.877,21.7596389,92.0764993,Road to Badarkhali (R172),link,,552.9999999999973,N/A
826,N1,LRP338,333.43,21.7546944,92.0770271,"Cox,s Bazar 57 km",link,,1002.0000000000095,N/A
827,N1,LRP339,334.432,21.7466386,92.080916,"Cox,s Bazar 56 km",link,,865.0000000000091,N/A
828,N1,LRP339A,335.297,21.7392497,92.0828604,Box culvert,bridge,Box Culvert,140.9999999999627,A
829,N1,LRP340,335.438,21.738083,92.0834163,Cox's Bazar 55 km,link,,50.99999999998772,N/A
830,N1,LRP340A,335.489,21.7376386,92.0834719,Box culvert,bridge,Box Culvert,680.0000000000068,A
831,N1,LRP340B,336.169,21.7315827,92.0838052,Box culvert,bridge,Bridge,181.00000000004002,A
832,N1,LRP340C,336.35,21.7299993,92.083833,Bridge start,bridge,Bridge,38.99999999998727,A
833,N1,LRP340D,336.389,21.7296382,92.083833,Bridge end,bridge,Bridge,69.00000000001683,A
834,N1,LRP341,336.458,21.7290271,92.0838608,"Cox,s Bazar 54 km",link,,688.9999999999645,N/A
835,N1,LRP341A,337.147,21.7229438,92.0834719,Box culvert,bridge,Box Culvert,163.0000000000109,A
836,N1,LRP341B,337.31,21.7215549,92.0830827,Road to Alikadam(Z1005),link,,148.00000000002456,N/A
837,N1,LRP342,337.458,21.7204716,92.0822493,Cox's Bazar 53km,link,,419.9999999999591,N/A
838,N1,LRP342A,337.878,21.7169438,92.0824993,Pipe Culvert,bridge,Box Culvert,612.9999999999995,A
839,N1,LRP343,338.491,21.7120833,92.0821104,"Cox,s Bazar 52 km",link,,526.9999999999868,N/A
840,N1,LRP343A,339.018,21.7080278,92.0800549,Box culvert,bridge,Box Culvert,489.00000000003274,A
841,N1,LRP344,339.507,21.7040556,92.0788604,"Cox,s Bazar 51 km",link,,310.0000000000023,N/A
842,N1,LRP344A,339.817,21.7013611,92.0783882,Box culvert,bridge,Box Culvert,697.9999999999791,A
843,N1,LRP345,340.515,21.6957497,92.0805827,Cox's Bazar 50km,link,,1012.0000000000005,N/A
844,N1,LRP346,341.527,21.6868608,92.0800827,Cox's Bazar 49km,link,,1000.0,N/A
845,N1,LRP347,342.527,21.678416,92.0770827,Cox's Bazar 48 km,link,,417.00000000003,N/A
846,N1,LRP347A,342.944,21.6747493,92.0766104,Bridge start,bridge,Bridge,61.99999999995498,A
847,N1,LRP347B,343.006,21.6742216,92.0765549,Bridge end,bridge,Bridge,423.0000000000018,A
848,N1,LRP347C,343.429,21.6704438,92.0762771,Box culvert,bridge,Box Culvert,34.00000000004866,A
849,N1,LRP348,343.463,21.6695549,92.0760549,"Cox,s Bazar 47 km",link,,96.00000000000364,N/A
850,N1,LRP348A,343.559,21.6688327,92.0759438,Road to Garzania (Z1130),link,,765.9999999999627,N/A
851,N1,LRP348B,344.325,21.6618889,92.074916,Box culvert,bridge,Box Culvert,143.0000000000291,A
852,N1,LRP349,344.468,21.6606111,92.0750827,"Cox,s Bazar 46 km",link,,175.99999999998772,N/A
853,N1,LRP349A,344.644,21.6590556,92.0751382,Bridge start,bridge,Bridge,55.999999999983174,A
854,N1,LRP349B,344.7,21.653,92.0751382,Bridge end,bridge,Bridge,783.9999999999918,C
855,N1,LRP350,345.484,21.6518056,92.0737771,"Cox,s Bazar 45 km",link,,237.0000000000232,N/A
856,N1,LRP350A,345.721,21.6497219,92.0733049,Bridge start,bridge,Bridge,62.00000000001182,C
857,N1,LRP350B,345.783,21.6491941,92.0733049,Bridge end,bridge,Box Culvert,17.99999999997226,A
858,N1,LRP350C,345.801,21.649083,92.0733049,Box culvert,bridge,Box Culvert,251.0000000000332,A
859,N1,LRP350D,346.052,21.6468052,92.0733604,Box culvert,bridge,Box Culvert,447.00000000000273,A
860,N1,LRP351,346.499,21.6428608,92.0732216,"Cox,s Bazar 44 km",link,,1017.9999999999723,N/A
861,N1,LRP352,347.517,21.634833,92.0770271,"Cox,s Bazar 43 km",link,,1028.00000000002,N/A
862,N1,LRP353,348.545,21.6259716,92.0773882,"Cox,s Bazar 42 km",link,,733.9999999999804,N/A
863,N1,LRP353A,349.279,21.6213604,92.0724438,Box culvert,bridge,Box Culvert,266.00000000001955,B
864,N1,LRP354,349.545,21.6197771,92.0705271,Cox's Bazar 41km,link,,399.0000000000009,N/A
865,N1,LRP354A,349.944,21.617166,92.0679993,Bridge start,bridge,Bridge,50.99999999998772,A
866,N1,LRP354B,349.995,21.6167771,92.0678049,Bridge end,bridge,Bridge,58.99999999996908,A
867,N1,LRP354C,350.054,21.6150556,92.0667771,"Z1131, Kutakhali-Maheshkhali",link,,115.0000000000091,N/A
868,N1,LRP355,350.169,21.61225,92.0652222,"Cox,s Bazar 40 km",link,,140.0000000000432,N/A
869,N1,LRP355A,350.309,21.610086825,92.06399479375,Box culvert,bridge,Box Culvert,179.99999999994998,A
870,N1,LRP355B,350.489,21.6073056,92.0624167,Box culvert,bridge,Box Culvert,797.0000000000255,A
871,N1,LRP356,351.286,21.6039167,92.0619444,"Cox,s Bazar 39 km",link,,57.00000000001637,N/A
872,N1,LRP356A,351.343,21.603029505025123,92.061920540201,Box culvert,bridge,Box Culvert,341.0000000000082,A
873,N1,LRP356B,351.684,21.5977219,92.0617778,Box culvert,bridge,Box Culvert,601.9999999999754,A
874,N1,LRP357,352.286,21.5951108,92.0611944,Cox's Bazar 38km,link,,81.99999999999363,N/A
875,N1,LRP357A,352.368,21.59379884019608,92.06161870980392,Box culvert,bridge,Box Culvert,326.0000000000218,A
876,N1,LRP357B,352.694,21.588583,92.0633056,Box culvert,bridge,Box Culvert,503.99999999996226,A
877,N1,LRP358,353.198,21.5875274,92.0650278,"Cox,s Bazar 37 km",link,,100.00000000002274,N/A
878,N1,LRP358A,353.298,21.5861941,92.0650278,Box culvert,bridge,Box Culvert,168.00000000000637,C
879,N1,LRP358B,353.466,21.584833,92.0652222,Box culvert,bridge,Box Culvert,730.9999999999945,A
880,N1,LRP359,354.197,21.5791938,92.0668049,Cox's Bazar 36 km,link,,129.0000000000191,N/A
881,N1,LRP359A,354.326,21.5769993,92.0697216,Box culvert,bridge,Box Culvert,840.9999999999513,A
882,N1,LRP360,355.167,21.5717216,92.0718049,"Cox,s Bazar 35 km",link,,694.0000000000168,N/A
883,N1,LRP360A,355.861,21.564,92.0702493,Box Culvert,bridge,Box Culvert,326.0000000000218,A
884,N1,LRP361,356.187,21.5629444,92.0700271,"Cox,s Bazar 34 km",link,,134.9999999999909,N/A
885,N1,LRP361A,356.322,21.5618056,92.0696382,Box Culvert,bridge,Box Culvert,120.9999999999809,A
886,N1,LRP361B,356.443,21.5608333,92.0692771,Box Culvert,bridge,Box Culvert,746.0000000000377,A
887,N1,LRP362,357.189,21.5555,92.0679716,"Cos,x Bazar 33 km",link,,195.99999999996953,N/A
888,N1,LRP362A,357.385,21.5553056,92.067916,Bridge start,bridge,Bridge,52.00000000002092,A
889,N1,LRP362B,357.437,21.5548889,92.0678049,Bridge end,bridge,Bridge,423.0000000000018,A
890,N1,LRP362C,357.86,21.5484719,92.0670827,Bridge start,bridge,Bridge,45.99999999999227,A
891,N1,LRP362D,357.906,21.548083,92.0670271,Bridge end,bridge,Bridge,182.99999999999272,A
892,N1,LRP363,358.089,21.546583,92.0668327,"Cox,s Bazar 32 km",link,,887.0000000000005,N/A
893,N1,LRP364,358.976,21.538333,92.0639722,Cox's Bazar 31km,link,,1016.0000000000196,N/A
894,N1,LRP365,359.992,21.5294993,92.0650278,Cox.s Bazar 30 km,link,,32.99999999995862,N/A
895,N1,LRP365A,360.025,21.5283049,92.0650833,Box culvert,bridge,Box Culvert,212.00000000004593,A
896,N1,LRP365B,360.237,21.5264716,92.0651944,Box culvert,bridge,Box Culvert,343.9999999999941,A
897,N1,LRP365C,360.581,21.5234716,92.0656111,Bridge start,bridge,Box Culvert,19.99999999998181,A
898,N1,LRP365D,360.601,21.5233049,92.0656389,Bridge end,bridge,Box Culvert,139.00000000001,A
899,N1,LRP365E,360.74,21.5220827,92.0658611,Box culvert,bridge,Box Culvert,161.99999999997772,A
900,N1,LRP366,360.902,21.520666,92.0661667,"Cox,s Bazar 29 km",link,,555.0000000000068,N/A
901,N1,LRP366A,361.457,21.5161111,92.068166,Box culvert,bridge,Box Culvert,423.9999999999782,A
902,N1,LRP366B,361.881,21.5126944,92.0698604,Box culvert,bridge,Box Culvert,27.000000000043656,A
903,N1,LRP367,361.908,21.5125556,92.0699438,Cox.s Bazar 28 km,link,,512.0000000000005,N/A
904,N1,LRP367A,362.42,21.5083889,92.0717493,Box culvert,bridge,Box Culvert,204.00000000000773,A
905,N1,LRP367B,362.624,21.5069722,92.072916,Box culvert,bridge,Box Culvert,283.9999999999918,A
906,N1,LRP368,362.908,21.505,92.0745549,Cox's Bazar 27km,link,,911.0000000000014,N/A
907,N1,LRP368A,363.819,21.4974719,92.0765549,Box culvert,bridge,Box Culvert,88.99999999999864,A
908,N1,LRP369,363.908,21.4968608,92.0769438,Cox's Bazar 26km,link,,48.00000000000182,N/A
909,N1,LRP369A,363.956,21.4964441,92.077166,Box culvert,bridge,Box Culvert,904.9999999999727,A
910,N1,LRP370,364.861,21.4901941,92.0818049,"Cox,s Bazar 25 km",link,,985.99999999999,N/A
911,N1,LRP371,365.847,21.4870274,92.0898052,"Cox,s Bazar 24 km",link,,274.0000000000009,N/A
912,N1,LRP371A,366.121,21.4851386,92.091333,Box culvert,bridge,Box Culvert,700.0000000000455,A
913,N1,LRP372,366.821,21.4793604,92.0938886,Cox.s Bazar 23 km,link,,357.99999999994725,N/A
914,N1,LRP372A,367.179,21.4767771,92.0957497,Box culvert,bridge,Box Culvert,250.0,A
915,N1,LRP372B,367.429,21.4750549,92.0971663,Box culvert,bridge,Box Culvert,522.0000000000482,A
916,N1,LRP373,367.951,21.4713604,92.0997497,"Cox,s Bazar 22 km",link,,20.999999999958163,N/A
917,N1,LRP373A,367.972,21.4712216,92.0998886,Bridge start,bridge,Bridge,59.00000000002592,A
918,N1,LRP373B,368.031,21.4708049,92.1002222,Bridge end,bridge,Bridge,533.9999999999918,A
919,N1,LRP373C,368.565,21.4667216,92.1025,Box culvert,bridge,Box Culvert,367.00000000001864,B
920,N1,LRP374,368.932,21.4635833,92.1029167,"Cox,s Bazar 21 km",link,,968.9999999999941,N/A
921,N1,LRP375,369.901,21.4564722,92.1038056,"Cox,s Bazar 20 km",link,,379.99999999999545,N/A
922,N1,LRP375A,370.281,21.4545,92.10075,Box culvert,bridge,Box Culvert,421.9999999999686,A
923,N1,LRP375B,370.703,21.4512778,92.0994441,Box culvert,bridge,Box Culvert,222.00000000003683,A
924,N1,LRP376,370.925,21.4496108,92.0994997,"Cox,s Bazar 19 km",link,,57.00000000001637,N/A
925,N1,LRP376A,370.982,21.4494719,92.0995274,"Z1001, Road to Naikkongchhari",link,,597.9999999999563,N/A
926,N1,LRP376B,371.58,21.443833,92.1014167,Box culvert,bridge,Box Culvert,223.99999999998954,A
927,N1,LRP376C,371.804,21.4421663,92.1008611,Bridge start,bridge,Bridge,56.00000000004002,A
928,N1,LRP376D,371.86,21.4417497,92.1006667,Bridge end,bridge,Bridge,62.00000000001182,A
929,N1,LRP377,371.922,21.4413608,92.1003611,"Cox,s Bazar 18 km",link,,466.99999999998454,N/A
930,N1,LRP377A,372.389,21.4375552,92.0984997,Box culvert,bridge,Box Culvert,343.9999999999941,A
931,N1,LRP377B,372.733,21.434583,92.0973886,Box culvert,bridge,Box Culvert,149.0000000000009,A
932,N1,LRP378,372.882,21.4334441,92.0969997,"Cox,s Bazar 17 km",link,,284.99999999996817,N/A
933,N1,LRP378A,373.167,21.4310271,92.0961941,Box culvert,bridge,Box Culvert,229.00000000004184,A
934,N1,LRP378B,373.396,21.4290271,92.0954997,Box culvert,bridge,Box Culvert,79.00000000000773,A
935,N1,LRP378C,373.475,21.4284993,92.0951941,Ramu old Section (N109),link,,112.99999999999955,N/A
936,N1,LRP378D,373.588,21.4283604,92.0941663,Box culvert,bridge,Box Culvert,283.9999999999918,A
937,N1,LRP379,373.872,21.4281104,92.0914719,"Cox,s Bazar 16 km",link,,190.99999999997408,N/A
938,N1,LRP379A,374.063,21.427916,92.0896108,Bridge start,bridge,Box Culvert,25.000000000034106,A
939,N1,LRP379B,374.088,21.4278882,92.0893886,Bridge end,bridge,Box Culvert,560.9999999999786,A
940,N1,LRP379C,374.649,21.4271104,92.084083,Box culvert,bridge,Box Culvert,206.99999999999363,A
941,N1,LRP380,374.856,21.4269716,92.0821104,"Cox,s Bazar 15 km",link,,175.99999999998772,N/A
942,N1,LRP380A,375.032,21.4267771,92.0804716,Box culvert,bridge,Box Culvert,384.00000000001455,A
943,N1,LRP380B,375.416,21.4264716,92.0767771,Box culvert,bridge,Box Culvert,403.99999999999636,A
944,N1,LRP381,375.82,21.4267216,92.0730827,"Cox,s Bazar 14 km",link,,261.0000000000241,N/A
945,N1,LRP381A,376.081,21.427416,92.0707216,Box culvert,bridge,Box Culvert,738.9999999999759,A
946,N1,LRP382,376.82,21.4276938,92.0643611,Cox's Bazar 13km,link,,131.00000000002865,N/A
947,N1,LRP382A,376.951,21.4270827,92.0632778,Box culvert,bridge,Box Culvert,262.9999999999768,A
948,N1,LRP382B,377.214,21.4273327,92.0608333,Box culvert,bridge,Box Culvert,336.9999999999891,A
949,N1,LRP382C,377.551,21.4278882,92.0576667,Box culvert,bridge,Box Culvert,237.99999999999955,A
950,N1,LRP382D,377.789,21.4280549,92.0554167,Box culvert,bridge,Box Culvert,28.999999999996362,A
951,N1,LRP383,377.818,21.4280827,92.0551389,"Cox,s Bazar 12 km",link,,232.00000000002774,N/A
952,N1,LRP383A,378.05,21.4280549,92.0529444,Box culvert,bridge,Box Culvert,462.99999999996544,A
953,N1,LRP383B,378.513,21.4274993,92.0484441,Bridge start,bridge,Bridge,18.000000000029104,A
954,N1,LRP383C,378.531,21.4275271,92.0483886,Bridge end,bridge,Bridge,271.99999999999136,A
955,N1,LRP384,378.803,21.4287771,92.0461941,"Cox,s Bazar 11 km",link,,233.99999999998045,N/A
956,N1,LRP384A,379.037,21.4295549,92.044083,Box culvert,bridge,Box Culvert,500.0,A
957,N1,LRP384B,379.537,21.4298049,92.0392774,Box culvert,bridge,Box Culvert,254.0000000000191,A
958,N1,LRP385,379.791,21.4296938,92.0368608,"Cox,s Bazar 10 km",link,,223.99999999998954,N/A
959,N1,LRP385A,380.015,21.4289716,92.0348608,Box culvert,bridge,Bridge,362.0000000000232,A
960,N1,LRP385B,380.377,21.4294438,92.0316104,Bridge start,bridge,Bridge,140.9999999999627,A
961,N1,LRP385C,380.518,21.4300827,92.0304716,Bridge end,bridge,Box Culvert,133.0000000000382,A
962,N1,LRP385D,380.651,21.430416,92.0293049,Box culvert,bridge,Box Culvert,105.99999999999454,A
963,N1,LRP386,380.757,21.430166,92.0283604,"Cox,s Bazar 9 km",link,,45.99999999999227,N/A
964,N1,LRP386A,380.803,21.4298882,92.0279716,Box culvert,bridge,Box Culvert,612.9999999999995,A
965,N1,LRP386B,381.416,21.4262493,92.0235827,Box culvert,bridge,Box Culvert,64.99999999999773,A
966,N1,LRP386C,381.481,21.4258604,92.023166,"N110,Link road-Cox' Bazar, (Labonir more)",link,,13.000000000033651,N/A
967,N1,LRP387,381.494,21.4258049,92.0232493,Teknaf 79 km,link,,581.9999999999936,N/A
968,N1,LRP387A,382.076,21.4225549,92.0274438,Box culvert,bridge,Steel Beam & RCC Slab,70.99999999996953,C
969,N1,LRP387B,382.147,21.4220827,92.0278604,Box culvert,bridge,Steel Beam & RCC Slab,326.0000000000218,C
970,N1,LRP388,382.473,21.4199716,92.0302493,"Teknaf 78 km,Uttia 24 km",link,,265.9999999999627,N/A
971,N1,LRP388A,382.739,21.4191104,92.032416,Box culvert,bridge,Box Culvert,449.0000000000123,C
972,N1,LRP388B,383.188,21.4165,92.0353052,Box culvert,bridge,Bridge,182.00000000001637,C
973,N1,LRP388C,383.37,21.4156389,92.0367219,Box culvert,bridge,Bridge,134.9999999999909,C
974,N1,LRP389,383.505,21.4150556,92.037833,"Teknaf 77 km,Uthia 23 km",link,,235.00000000001364,N/A
975,N1,LRP389A,383.74,21.4135833,92.0393886,Box culvert,bridge,Box Culvert,367.00000000001864,A
976,N1,LRP389B,384.107,21.4120556,92.039583,Box culvert,bridge,Box Culvert,171.99999999996862,A
977,N1,LRP389C,384.279,21.4115,92.0438052,Bridge start,bridge,Steel Beam & RCC Slab,48.00000000000182,B
978,N1,LRP389D,384.327,21.4111667,92.0441108,Bridge end,bridge,Steel Beam & RCC Slab,163.0000000000109,B
979,N1,LRP389E,384.49,21.4103056,92.0453052,Box culvert,bridge,Steel Beam & RCC Slab,57.00000000001637,B
980,N1,LRP390,384.547,21.4101111,92.0458052,"Teknaf 76 km,Uthia 22 km",link,,242.999999999995,N/A
981,N1,LRP390A,384.79,21.41025,92.0480552,Box culvert,bridge,Culvert,324.99999999998863,B
982,N1,LRP390B,385.115,21.4103333,92.0508333,Box culvert,bridge,Culvert,272.9999999999677,A
983,N1,LRP390C,385.388,21.4094167,92.0531944,Box culvert,bridge,Culvert,180.00000000000682,A
984,N1,LRP391,385.568,21.4090833,92.05475,"Teknaf 75 km,Uthia 21 km",link,,210.00000000003638,N/A
985,N1,LRP391A,385.778,21.4079722,92.056,Box culvert,bridge,Culvert,168.99999999998272,A
986,N1,LRP391B,385.947,21.4067222,92.0570556,Box culvert,bridge,Bridge,293.00000000000637,D
987,N1,LRP391C,386.24,21.4058611,92.0594167,Box culvert,bridge,Bridge,267.99999999997226,D
988,N1,LRP392,386.508,21.4040556,92.0619722,Km post missing,link,,157.0000000000391,N/A
989,N1,LRP392A,386.665,21.4039167,92.0628333,Box culvert,bridge,Culvert,480.99999999999454,A
990,N1,LRP392B,387.146,21.4008889,92.0658611,Box culvert,bridge,Steel Beam & RCC Slab,262.9999999999768,C
991,N1,LRP392C,387.409,21.3986941,92.0665556,Bridge start,bridge,Arch Masonry,14.999999999986358,C
992,N1,LRP392D,387.424,21.398583,92.0665833,Bridge end,bridge,Arch Masonry,165.99999999999682,C
993,N1,LRP392E,387.59,21.3971663,92.0668882,Box culvert,bridge,Arch Masonry,19.000000000005457,C
994,N1,LRP393,387.609,21.3969719,92.066916,"Teknaf 74 km,Uthia 20 km",link,,435.0000000000023,N/A
995,N1,LRP393A,388.044,21.393333,92.068166,Box culvert,bridge,Box Culvert,484.0000000000373,A
996,N1,LRP393B,388.528,21.3891108,92.0686938,Bridge start,bridge,Culvert,17.99999999997226,C
997,N1,LRP393C,388.546,21.3889441,92.0688049,Bridge end,bridge,Culvert,57.00000000001637,C
998,N1,LRP394,388.603,21.3885274,92.0692771,"Teknaf 73 km, Ukhia 19km",link,,147.9999999999677,N/A
999,N1,LRP394A,388.751,21.3873052,92.0697771,Box culvert,bridge,Culvert,176.00000000004457,B
1000,N1,LRP394B,388.927,21.3858886,92.0704438,Box culvert,bridge,Culvert,152.99999999996317,C
1001,N1,LRP394C,389.08,21.384583,92.0704993,Box culvert,bridge,Culvert,76.00000000002183,B
1002,N1,LRP394D,389.156,21.3839441,92.0705827,Box culvert,bridge,Culvert,151.9999999999868,B
1003,N1,LRP394E,389.308,21.3826938,92.0710271,Box culvert,bridge,Culvert,168.00000000000637,A
1004,N1,LRP394F,389.476,21.3813049,92.0710827,Box culvert,bridge,Culvert,29.999999999972715,A
1005,N1,LRP394G,389.506,21.3811104,92.0710827,Box culvert,bridge,Culvert,179.00000000003047,A
1006,N1,LRP395,389.685,21.3796104,92.0706104,"Teknaf 72 km,Uthia 18 km",link,,91.00000000000819,N/A
1007,N1,LRP395A,389.776,21.378916,92.0703327,Box culvert,bridge,Culvert,153.99999999999636,A
1008,N1,LRP395B,389.93,21.3775827,92.0703604,Box culvert,bridge,Culvert,38.99999999998727,C
1009,N1,LRP395C,389.969,21.3773882,92.0706104,Box culvert,bridge,Culvert,182.00000000001637,C
1010,N1,LRP395D,390.151,21.3762216,92.0718049,Box culvert,bridge,Culvert,164.99999999996362,A
1011,N1,LRP395E,390.316,21.3752493,92.0727771,Box culvert,bridge,Culvert,115.0000000000091,C
1012,N1,LRP395F,390.431,21.3747771,92.0734993,Box culvert,bridge,Culvert,64.99999999999773,C
1013,N1,LRP395G,390.496,21.3745549,92.0739716,Box culvert,bridge,Culvert,173.00000000000182,A
1014,N1,LRP395H,390.669,21.3742493,92.0755271,Box culvert,bridge,Culvert,16.000000000019554,A
1015,N1,LRP396,390.685,21.3742493,92.0756938,"Teknaf 71km, Ukhia 17km",link,,158.00000000001546,N/A
1016,N1,LRP396A,390.843,21.3736938,92.0768327,Box culvert,bridge,Culvert,82.99999999996999,C
1017,N1,LRP396B,390.926,21.3731938,92.0773327,Box culvert,bridge,Culvert,228.999999999985,C
1018,N1,LRP396C,391.155,21.3714993,92.0785549,Box culvert,bridge,Box Culvert,206.00000000001728,A
1019,N1,LRP396D,391.361,21.3698327,92.0796104,Box culvert,bridge,Culvert,262.00000000000045,A
1020,N1,LRP396E,391.623,21.3678882,92.0803327,Box culvert,bridge,Culvert,134.00000000001455,B
1021,N1,LRP396F,391.757,21.3669438,92.0807771,Box culvert,bridge,Culvert,84.00000000000318,B
1022,N1,LRP397,391.841,21.3662778,92.0810549,"Teknaf 70 km,Uthia 16 km",link,,63.99999999996453,N/A
1023,N1,LRP397A,391.905,21.3657222,92.0812771,Box culvert,bridge,Bridge,151.00000000001046,C
1024,N1,LRP397B,392.056,21.3644167,92.081416,Box culvert,bridge,Culvert,341.0000000000082,B
1025,N1,LRP397C,392.397,21.3615,92.0806382,Box culvert,bridge,Culvert,427.99999999999727,B
1026,N1,LRP397D,392.825,21.3580833,92.0790271,Box culvert,bridge,Culvert,44.00000000003956,C
1027,N1,LRP398,392.869,21.35775,92.0790271,"Teknaf 69 km,Uthia 15 km",link,,63.99999999996453,N/A
1028,N1,LRP398A,392.933,21.3571944,92.0791104,Box culvert,bridge,Box Culvert,96.00000000000364,A
1029,N1,LRP398B,393.029,21.3563333,92.0790827,Box culvert,bridge,Box Culvert,125.0,A
1030,N1,LRP398C,393.154,21.35525,92.0790827,Box culvert,bridge,Box Culvert,305.0000000000068,A
1031,N1,LRP398D,393.459,21.3526667,92.0783327,Box culvert,bridge,Bridge,416.99999999997317,A
1032,N1,LRP399,393.876,21.3490552,92.0784716,"Teknaf 68 km,Uthia 14 km",link,,312.0000000000118,N/A
1033,N1,LRP399A,394.188,21.3463608,92.0790271,Bridge start,bridge,Steel Beam & RCC Slab,26.00000000001046,C
1034,N1,LRP399B,394.214,21.3461386,92.0789993,Bridge end,bridge,Steel Beam & RCC Slab,535.000000000025,C
1035,N1,LRP399C,394.749,21.3414997,92.0788327,Box culvert,bridge,Box Culvert,122.99999999999045,A
1036,N1,LRP400,394.872,21.3404997,92.0784993,"Teknaf 67 km,Uthia 13 km",link,,267.99999999997226,N/A
1037,N1,LRP400A,395.14,21.3381941,92.078916,Box culvert,bridge,Culvert,657.0000000000391,B
1038,N1,LRP400B,395.797,21.3324716,92.0790827,Box culvert,bridge,Steel Beam & RCC Slab,163.99999999998727,C
1039,N1,LRP401,395.961,21.3311104,92.0788604,"Teknaf 66 km,Uthia 12 km",link,,158.00000000001546,N/A
1040,N1,LRP401A,396.119,21.3297771,92.0787771,Khulna Plong Bridge,bridge,Steel Beam & RCC Slab,31.999999999982265,C
1041,N1,LRP401B,396.151,21.3295271,92.0789438,Bridge end,bridge,Steel Beam & RCC Slab,829.0000000000077,C
1042,N1,LRP402,396.98,21.324666,92.084583,"Teknaf 65 km,Uthia 11 km",link,,105.99999999999454,N/A
1043,N1,LRP402A,397.086,21.3241104,92.085333,Bridge start,bridge,Bridge,55.00000000000682,C
