bridge_id,bridge_name,road_name,condition,length,is_broken,total_wait_time
2412,End of Bridge,N102,D,1007.000000000005,False,0.0
2414,Box Culvert,N102,B,459.99999999999375,False,0.0
2416,Bridge start,N102,B,96.9999999999942,False,0.0
2417,Bridge End,N102,B,130.00000000000966,False,0.0
2423,Bridge Start,N102,A,34.000000000006025,False,0.0
2424,Bridge End,N102,A,902.9999999999916,True,7066.028189026398
2431,Bridge Start,N102,B,21.99999999999136,False,0.0
2432,Bridge End,N102,B,510.9999999999957,False,0.0
2434,Box Culvert,N102,A,385.0000000000051,False,0.0
2435,Box Culvert,N102,B,223.9999999999896,False,0.0
2437,Box Culvert,N102,A,765.0000000000006,False,0.0
2439,Box Culvert,N102,B,626.0000000000048,True,7116.348188085217
2442,Box Culvert,N102,A,549.0000000000066,False,0.0
2445,Box culvert,N104,A,554.9999999999999,False,0.0
2449,Box culvert,N104,C,323.99999999999983,False,0.0
2453,Box culvert,N104,B,30.00000000000025,False,0.0
2458,Box culvert,N104,A,189.9999999999995,False,0.0
2459,Bridge start,N104,A,40.00000000000093,False,0.0
2460,Bridge end,N104,A,94.99999999999886,False,0.0
2463,Box culvert,N104,C,577.9999999999994,True,5043.72828373964
2465,Box culvert,N104,A,371.9999999999999,False,0.0
2467,Bridge start,N104,A,64.9999999999995,False,0.0
2468,Bridge end,N104,A,47.0000000000006,False,0.0
2471,Box culvert,N104,C,792.9999999999993,True,4972.231192034392
2476,Box culvert,N104,C,707.0000000000007,False,0.0
2480,Box culvert,N104,A,599.9999999999978,False,0.0
2482,Box Culvert,N104,B,268.0000000000007,False,0.0
2483,Box Culvert,N104,B,32.00000000000003,False,0.0
2488,Box culvert,N104,C,397.99999999999966,False,0.0
2490,Bridge start,N104,C,10.000000000001563,True,81222.88344919795
2491,Bridge end,N104,C,189.99999999999773,False,0.0
2494,Box culvert,N104,B,62.000000000001165,False,0.0
2498,Box culvert,N104,A,736.0000000000007,False,0.0
2501,Slab culvert,N104,C,131.00000000000023,False,0.0
2503,2 V-Box culvert,N104,A,327.99999999999943,False,0.0
2506,Box culvert,N104,B,320.0000000000003,False,0.0
2508,Slab culvert,N104,C,378.0000000000001,False,0.0
2510,Box culvert,N104,B,679.000000000002,False,0.0
2514,Bridge start,N104,A,19.99999999999602,False,0.0
2515,Bridge end,N104,A,9.99999999999801,False,0.0
2520,Bridge start,N104,B,50.00000000000426,False,0.0
2521,Bridge end,N104,B,457.9999999999984,False,0.0
2525,Box culvert,N104,A,277.9999999999987,False,0.0
2527,Box culvert,N104,C,540.9999999999968,True,4956.958517889469
2528,Box culvert,N104,C,447.00000000000273,False,0.0
2530,Bridge start,N104,B,19.99999999999602,False,0.0
2531,Bridge end,N104,B,234.99999999999943,False,0.0
2533,Box culvert,N104,B,662.9999999999967,False,0.0
2535,Box culvert,N104,D,429.9999999999997,True,4986.100747613742
2537,Box culvert,N104,A,709.9999999999937,False,0.0
2540,Box Culvert,N104,Unknown,210.00000000000085,False,0.0
2542,Bridge start,N104,Unknown,12.000000000000457,False,0.0
2543,Bridge end,N104,Unknown,20.000000000003126,False,0.0
2545,Box Culvert,N104,C,380.00000000000256,False,0.0
2546,Box Culvert,N104,C,83.99999999999608,False,0.0
2547,Bridge start,N104,C,9.000000000000341,True,32148.66517672325
2548,Bridge end,N104,A,326.9999999999982,False,0.0
2549,Box Culvert,N104,A,60.000000000002274,False,0.0
2553,Box culvert,N104,A,270.0000000000031,False,0.0
2554,Box Culvert,N104,B,101.99999999999676,False,0.0
2556,Box culvert,N104,B,244.99999999999744,False,0.0
2559,Bridge start,N104,B,85.99999999999852,False,0.0
2560,Bridge end,N104,A,774.0000000000009,False,0.0
2561,Box culvert,N104,B,219.9999999999989,False,0.0
2563,Box culvert,N104,A,521.9999999999984,False,0.0
2564,Box culvert,N104,A,115.99999999999966,False,0.0
2569,Box culvert,N105,A,933.9999999999998,False,0.0
2570,"Bangabandhu Bridge 128 km,Mymensingh 132 km",N105,A,282.0,False,0.0
2571,Box culvert,N105,A,773.0000000000001,False,0.0
2572,"Bangabandhu bridge 127 km,Mymensingh 130 km",N105,Unknown,696.0000000000002,False,0.0
2573,Box culvert,N105,A,300.0000000000003,False,0.0
2574,"Bangabandhu bridge 126 km,Mymensingh 129 km,Gazipur 45 km",N105,A,429.9999999999997,False,0.0
2576,"Bangabandhu bridge 125 km,Mymensingh 128 km,Gazipur 44 km",N105,Unknown,564.0,False,0.0
2577,Box culvert,N105,A,436.0,False,0.0
2578,"Bangabandhu bridge 124 km,Gazipur 43 km,Mymensingh 127 km",N105,A,100.99999999999996,False,0.0
2579,Box culvert,N105,A,80.00000000000007,True,0.0
2581,Box Culvert,N105,Unknown,347.0000000000004,False,0.0
2582,"Bangabondhu Bridge-123 km,Mymanshingh -126 km, Gazipur 42 km",N105,Unknown,94.99999999999974,False,0.0
2584,Bridge Start,N105,Unknown,42.0000000000007,False,0.0
2585,Bridge end,N105,Unknown,312.0000000000003,False,0.0
2586,"Bangabondhu Bridge- 122 km, Mymensingh- 125 km, Gazipur 41km",N105,Unknown,1021.9999999999984,False,0.0
2587,"Bangabondhu Bridge 121km, Mymensingh- 124 km, Gazipur 40 km",N105,Unknown,125.0,False,0.0
2588,Box Culvert,N105,Unknown,417.0000000000016,False,0.0
2589,Bridge Start,N105,Unknown,28.999999999999915,False,0.0
2590,Bridge end,N105,Unknown,436.9999999999994,False,0.0
2591,"Bangabondhu Bridge- 120 km, Mymensingh- 123 km, Gazipur 39 km",N105,Unknown,266.99999999999943,False,0.0
2592,Box Culvert,N105,Unknown,485.0000000000012,False,0.0
2593,Bridge Start,N105,Unknown,30.999999999998806,False,0.0
2594,Bridge end,N105,Unknown,256.99999999999966,False,0.0
2596,"Bangabondhu Bridge 118 km, Mymenshingh 151 km, Gazipur 37 km",N105,Unknown,546.0000000000011,False,0.0
2603,Box Culvert,N105,Unknown,309.000000000001,False,0.0
2604,Box Culvert,N105,Unknown,65.99999999999895,False,0.0
2606,Box Culvert,N105,A,119.99999999999744,True,173542.9889234042
2608,Box Culvert,N105,A,363.0000000000031,False,0.0
2609,Box Culvert,N105,A,270.99999999999727,False,0.0
2610,"km Post missing / Bridge Start, Kanchon Bridge",N105,A,812.0000000000011,False,0.0
2611,Bridge end,N105,A,131.00000000000023,False,0.0
2613,km Post missing / Box Culvert,N105,A,621.0000000000023,False,0.0
2614,Box Culvert,N105,A,780.9999999999989,False,0.0
2615,"Bangabandhu Bridge- 109 km, Tangail-86 km, Gazipur- 28 km",N105,A,682.9999999999998,False,0.0
2616,Box Culvert,N105,A,310.99999999999994,False,0.0
2618,"Bangabandhu Bridge- 107 km, Tangail-84 km, Gazipur- 26 km",N105,A,230.00000000000043,False,0.0
2619,Box Culvert,N105,A,256.9999999999979,False,0.0
2620,Box Culvert,N105,Unknown,513.0000000000017,False,0.0
2622,Box Culvert,N105,Unknown,228.9999999999992,False,0.0
2623,Box Culvert,N105,A,27.999999999998693,True,94795.05825233516
2624,Culvert,N105,A,440.0000000000013,False,0.0
2626,"Bangabandhu bridge 104 km, Mymenshingh-108 km, Gazipur- 23 km",N105,A,19.999999999999574,False,0.0
2627,Box Culvert,N105,A,839.9999999999999,False,0.0
2628,Box Culvert,N105,A,35.00000000000014,False,0.0
2630,"Bangabandhu Bridge- 103 km, Tangail-80 km, Gazipur- 22 km",N105,A,413.0000000000002,False,0.0
2631,Box Culvert,N105,A,586.000000000002,False,0.0
2635,Bridge Start,N105,A,181.0000000000009,False,0.0
2636,Bridge end,N105,A,190.00000000000128,False,0.0
2638,Box culvert,N105,A,474.9999999999978,False,0.0
2639,Box culvert,N105,A,545.0000000000017,False,0.0
2641,Box culvert,N105,A,245.9999999999951,False,0.0
2642,Box Culvert,N105,Unknown,496.0000000000022,False,0.0
2643,"Gazipur 17 km, Tangail 75 km, Bangabandhu 98 km, / Bridge start",N105,Unknown,152.00000000000102,False,0.0
2644,Bridge end,N105,Unknown,607.999999999997,False,0.0
2645,Box culvert,N105,A,280.00000000000114,False,0.0
2646,"Gazipur 16 km,Tangail 74 km,Bangabandhu Bridge 97 km",N105,A,329.9999999999983,False,0.0
2647,Box culvert,N105,A,670.0000000000017,False,0.0
2652,Box culvert,N105,A,421.999999999997,False,0.0
2653,Box culvert,N105,Unknown,225.00000000000145,False,0.0
2654,Box Culvert,N105,A,307.00000000000216,False,0.0
2655,"Gazipur 13 km,Mymensingh 98 km,Bangabandhu Bridge 94 km",N105,A,412.9999999999967,False,0.0
2656,Pipe Culvert,N105,A,587.0000000000033,False,0.0
2657,"Gazipur 12 km,Tangail 70 km,Bangabandhu bridge 93 km",N105,A,282.99999999999415,False,0.0
2658,Box Culvert,N105,A,717.0000000000059,False,0.0
2662,Box culvert,N105,A,564.0,False,0.0
2663,"Gazipur 9 km, Tangail 67 km, Bangabandhu Bridge 90 km",N105,A,134.00000000000034,False,0.0
2664,Box culvert,N105,A,512.0000000000005,False,0.0
2665,Box culvert,N105,A,454.0000000000006,False,0.0
2667,B.Bridge 88 km,N105,Unknown,201.0000000000005,False,0.0
2668,Box culvert,N105,Unknown,148.9999999999938,False,0.0
2670,Box Culvert,N105,Unknown,367.0000000000044,False,0.0
2671,"B.Bridge 87 km,Tangail 64 km",N105,Unknown,73.0000000000004,False,0.0
2672,Box Culvert,N105,Unknown,299.9999999999972,False,0.0
2673,Box Culvert,N105,Unknown,299.9999999999972,False,0.0
2674,Box Culvert,N105,Unknown,327.0000000000053,False,0.0
2677,Box Culvert,N105,Unknown,340.0000000000034,False,0.0
2678,Box Culvert,N105,Unknown,239.99999999999488,False,0.0
2679,Box Culvert,N105,Unknown,56.00000000000449,False,0.0
2680,"B.Bridge 85 km,Tangail 162 km",N105,Unknown,783.9999999999989,False,0.0
2681,Box culvert,N105,Unknown,621.9999999999999,False,0.0
2682,Box Culvert,N105,Unknown,604.9999999999968,False,0.0
2685,Box culvert,N204,C,84.99999999999997,False,0.0
2687,Bridge start,N204,A,41.99999999999993,False,0.0
2688,Bridge end,N204,A,188.00000000000009,False,0.0
2689,Box culvert,N204,C,472.0,True,5275.407644545078
2690,Box culvert,N204,C,121.99999999999989,False,0.0
2692,Box culvert,N204,B,460.00000000000017,False,0.0
2694,Box culvert,N204,B,960.0,False,0.0
2702,Box culvert,N204,B,368.00000000000034,False,0.0
2703,Bridge start,N204,B,16.000000000000014,False,0.0
2704,Bridge end,N204,B,304.9999999999997,True,5253.946284606177
2707,Box culvert,N204,C,326.99999999999994,False,0.0
2709,Box culvert,N204,B,388.9999999999993,False,0.0
2710,Box culvert,N204,C,442.9999999999996,False,0.0
2712,Box culvert,N204,A,445.0000000000003,False,0.0
2713,Box Culvert,N204,A,539.9999999999991,False,0.0
2715,Box culvert,N204,A,137.9999999999999,False,0.0
2716,Box Culvert,N204,A,139.9999999999988,False,0.0
2719,Box culvert,N204,A,205.99999999999952,False,0.0
2720,Pipe Culvert,N204,A,358.00000000000057,False,0.0
2721,Box Culvert,N204,A,304.0000000000003,False,0.0
2722,Box Culvert,N204,Unknown,59.99999999999872,False,0.0
2724,Box culvert,N204,Unknown,563.0000000000006,False,0.0
2725,Bridge start,N204,A,41.99999999999804,False,0.0
2726,Bridge end,N204,A,220.0000000000024,False,0.0
2727,Pipe Culvert,N204,B,166.99999999999804,False,0.0
2729,Box culvert,N204,B,446.9999999999992,False,0.0
2730,Bridge start,N204,A,9.000000000000341,False,0.0
2731,Bridge end,N204,A,251.0000000000012,False,0.0
2732,Bridge start,N204,A,53.00000000000082,False,0.0
2733,Bridge end,N204,A,93.99999999999764,False,0.0
2737,Box culvert,N204,Unknown,165.0000000000027,False,0.0
2739,Box Culvert,N204,Unknown,198.0000000000004,False,0.0
2741,Box culvert,N204,A,27.999999999998693,False,0.0
2742,Box culvert,N204,A,194.0000000000026,False,0.0
2743,Bridge start,N204,A,36.99999999999904,False,0.0
2744,Bridge end,N204,A,498.00000000000114,False,0.0
2747,Box culvert,N204,Unknown,341.99999999999875,False,0.0
2748,Pipe Culvert,N204,Unknown,493.9999999999998,False,0.0
2749,Pipe Culvert,N204,Unknown,104.00000000000276,False,0.0
2751,Box culvert,N204,A,569.0000000000026,False,0.0
2752,Box culvert,N204,A,102.00000000000033,False,0.0
2756,Box culvert,N204,A,450.0000000000029,False,0.0
2758,Pipe Culvert,N204,A,96.00000000000009,False,0.0
2760,Box culvert,N204,A,760.9999999999992,False,0.0
2761,Box culvert,N204,C,45.000000000001705,True,85156.28330158214
2763,Box culvert,N204,C,403.9999999999999,False,0.0
2767,Bridge start,N204,A,116.99999999999731,False,0.0
2768,Bridge end,N204,A,66.0000000000025,False,0.0
2770,Box culvert,N204,A,8.000000000002672,False,0.0
2772,Box culvert,N204,A,189.00000000000009,False,0.0
2773,Box culvert,N204,A,536.0000000000014,False,0.0
2775,Box culvert,N204,A,134.00000000000034,False,0.0
2778,Pipe culvert,N207,B,231.0,False,0.0
2779,Bridge Start,N207,B,21.999999999999964,False,0.0
2780,Bridge end,N207,B,521.0,False,0.0
2782,Bridge start,N207,A,24.00000000000002,False,0.0
2783,Bridge end,N207,A,461.00000000000006,False,0.0
2785,Bridge start,N207,B,31.00000000000014,False,0.0
2786,Bridge end,N207,B,66.00000000000028,False,0.0
2789,Bridge start,N207,B,35.00000000000014,True,60548.70752740456
2790,Bridge end,N207,B,101.99999999999989,False,0.0
2794,Pipe culvert,N207,A,400.00000000000034,False,0.0
2797,Box Culvert,N207,C,682.0000000000003,False,0.0
2798,Box Culvert,N207,A,186.0,False,0.0
2800,Box Culvert,N207,Unknown,192.00000000000017,False,0.0
2801,Box Culvert,N207,Unknown,160.00000000000014,False,0.0
2802,Box Culvert,N207,Unknown,573.0000000000005,False,0.0
2804,Box Culvert,N207,Unknown,788.9999999999997,False,0.0
2807,Box Culvert,N207,Unknown,369.9999999999992,False,0.0
2810,Box Culvert,N207,A,169.99999999999994,False,0.0
2814,Box Culvert,N207,Unknown,495.000000000001,False,0.0
2815,Box Culvert,N207,A,184.99999999999872,False,0.0
2817,Bridge start,N207,A,32.00000000000003,False,0.0
2818,Bridge end,N207,A,603.9999999999992,False,0.0
2819,Box Culvert,N207,A,9.99999999999801,False,0.0
2821,Bridge start,N207,A,45.999999999999375,False,0.0
2822,Bridge end,N207,A,864.0000000000008,False,0.0
2824,Box Culvert,N207,B,320.99999999999795,False,0.0
2825,Box Culvert,N207,A,641.0000000000018,False,0.0
2827,Box Culvert,N207,Unknown,458.99999999999966,False,0.0
2829,Bridge start,N207,A,12.000000000000457,True,59737.743168082976
2830,Bridge end,N207,A,67.00000000000017,False,0.0
2832,Box Culvert,N207,A,41.00000000000037,False,0.0
2836,Box culvert,N207,A,283.9999999999989,False,0.0
2837,Box Culvert,N207,B,237.00000000000188,False,0.0
2838,Box Culvert,N207,B,218.0,False,0.0
2839,Box Culvert,N207,B,153.99999999999991,False,0.0
2841,Box Culvert,N207,A,576.0000000000005,False,0.0
2842,Box Culvert,N207,B,292.99999999999926,False,0.0
2844,Box Culvert,N207,B,346.9999999999977,False,0.0
2845,Box Culvert,N207,B,499.00000000000233,False,0.0
2846,Bridge start,N207,A,18.000000000000682,False,0.0
2847,Bridge end,N207,A,99.99999999999788,False,0.0
2849,Box Culvert,N207,A,397.99999999999966,False,0.0
2850,Box Culvert,N207,A,343.0,False,0.0
2852,Box Culvert,N207,A,172.0000000000006,False,0.0
2853,Box Culvert,N207,A,298.9999999999995,False,0.0
2854,Box Culvert,N207,C,160.00000000000014,False,0.0
2856,Box Culvert,N207,C,307.99999999999983,False,0.0
2857,Box Culvert,N207,A,532.9999999999977,False,0.0
2858,Box Culvert,N207,C,27.000000000001023,False,0.0
2860,Box Culvert,N207,Unknown,419.9999999999982,False,0.0
2862,Box Culvert,N207,D,260.0000000000051,False,0.0
2863,Box Culvert,N207,B,119.99999999999744,False,0.0
2865,Box Culvert,N207,A,381.0000000000002,False,0.0
2866,Box Culvert,N207,A,484.00000000000176,False,0.0
2868,Box Culvert,N207,A,838.0000000000009,False,0.0
2870,Box Culvert,N207,B,238.00000000000665,False,0.0
2872,Box Culvert,N207,C,685.0000000000023,True,3728.610079268094
2874,Box Culvert,N207,C,329.0000000000006,False,0.0
2875,Box Culvert,N207,C,465.0000000000034,False,0.0
2876,Box Culvert,N207,A,147.9999999999961,False,0.0
2878,Box Culvert,N207,B,250.0,False,0.0
2879,Box Culvert,N207,B,105.99999999999454,False,0.0
2881,Box Culvert,N207,A,547.0000000000041,False,0.0
2882,Box Culvert,N207,A,218.9999999999941,False,0.0
2884,Box Culvert,N207,A,263.9999999999958,False,0.0
2885,Box Culvert,N207,D,408.9999999999989,True,3704.478920350576
2887,Box Culvert,N207,A,527.000000000001,False,0.0
2888,Box Culvert,N207,A,330.999999999996,False,0.0
2890,Box Culvert,N207,C,38.00000000000381,False,0.0
2893,Bridge start,N207,C,23.999999999993804,False,0.0
2894,Bridge end,N207,C,736.0000000000042,True,6687.483756333447
2899,Box Culvert,N207,Unknown,329.9999999999983,False,0.0
2901,Box Culvert,N207,Unknown,472.0000000000013,False,0.0
2902,Box Culvert,N207,Unknown,496.9999999999999,False,0.0
2906,Box Culvert,N207,A,448.99999999999807,False,0.0
2907,Box Culvert,N207,A,25.000000000005684,False,0.0
2909,Box Culvert,N207,A,706.0000000000031,False,0.0
2911,Box Culvert,N207,A,495.9999999999951,False,0.0
2914,Box Culvert,N207,Unknown,400.99999999999625,False,0.0
2916,Bridge start,N207,A,19.99999999999602,False,0.0
2917,Bridge end,N207,A,274.9999999999986,False,0.0
2919,Box Culvert,N207,A,677.9999999999973,False,0.0
2923,Box Culvert,N207,A,410.9999999999943,False,0.0
2925,Box Culvert,N207,C,422.00000000000415,False,0.0
2926,Bridge start,N207,A,65.9999999999954,False,0.0
2927,Bridge end,N207,C,98.00000000000608,False,0.0
2929,Box Culvert,N207,A,703.000000000003,False,0.0
2931,Bridge start,N207,A,12.000000000000457,False,0.0
2932,Bridge end,N207,A,740.9999999999997,False,0.0
2934,Bridge start,N207,A,112.00000000000898,False,0.0
2935,Bridge end,N207,B,550.9999999999877,False,0.0
2936,Box Culvert,N207,B,20.000000000010232,False,0.0
2939,Box Culvert,N207,A,594.0000000000083,False,0.0
2945,Box culvert,N208,A,515.0000000000001,False,0.0
2946,Box Culvert,N208,A,179.99999999999994,False,0.0
2948,Bridge start,N208,A,16.999999999999904,False,0.0
2949,Bridge end,N208,A,474.0000000000002,False,0.0
2952,Bridge start,N208,A,149.99999999999991,True,0.0
2953,Bridge end,N208,A,350.0000000000001,False,0.0
2955,Box culvert,N208,A,386.9999999999996,False,0.0
2957,Box culvert,N208,A,472.9999999999999,False,0.0
2958,Box culvert,N208,A,28.999999999999915,False,0.0
2960,Box culvert,N208,A,355.9999999999999,False,0.0
2962,Box culvert,N208,A,56.00000000000005,False,0.0
2963,Box culvert,N208,A,884.9999999999998,False,0.0
2965,Box culvert,N208,A,299.9999999999989,True,0.0
2967,Bridge start,N208,B,38.9999999999997,False,0.0
2968,Bridge end,N208,B,373.00000000000114,False,0.0
2970,Box culvert,N208,A,339.0000000000004,False,0.0
2971,Box culvert,N208,A,562.0000000000011,False,0.0
2973,Box culvert,N208,A,169.00000000000048,False,0.0
2974,Box culvert,N208,A,162.0000000000008,False,0.0
2976,Box culvert,N208,A,634.0000000000003,False,0.0
2978,Box culvert,N208,Unknown,643.0000000000007,False,0.0
2980,Box Culvert,N208,A,330.00000000000006,True,0.0
2982,Box culvert,N208,B,202.9999999999994,False,0.0
2984,Box culvert,N208,A,855.9999999999999,False,0.0
2986,Box culvert,N208,A,171.9999999999988,False,0.0
2987,Box culvert,N208,B,768.0000000000007,False,0.0
2989,Box culvert,N208,A,408.0000000000013,False,0.0
2990,Box culvert,N208,A,510.9999999999992,False,0.0
2992,Box culvert,N208,Unknown,574.9999999999993,False,0.0
2994,Bridge start,N208,A,22.00000000000201,False,0.0
2995,Bridge end,N208,A,891.9999999999994,False,0.0
2997,Bridge start,N208,A,70.99999999999795,False,0.0
2998,Bridge END,N208,A,432.99999999999983,False,0.0
2999,Box culvert,N208,A,144.0000000000019,False,0.0
3000,Box culvert,N208,B,56.99999999999861,False,0.0
3002,Box culvert,N208,A,253.99999999999773,False,0.0
3003,Box Culvert,N208,A,571.0000000000015,False,0.0
3005,Box culvert,N208,B,733.0000000000006,False,0.0
3006,Box culvert,N208,A,178.00000000000082,False,0.0
3007,Box Culvert,N208,A,53.999999999998494,False,0.0
3009,Box culvert,N208,A,333.99999999999966,False,0.0
3010,Box culvert,N208,A,131.9999999999979,False,0.0
3011,Box culvert,N208,A,177.00000000000315,False,0.0
3012,Box Culvert,N208,C,12.999999999998124,False,0.0
3014,Box culvert,N208,C,420.9999999999994,False,0.0
3015,Box culvert,N208,C,257.0000000000015,True,0.0
3017,Box culvert,N208,B,441.0000000000025,False,0.0
3018,Bridge start,N208,A,45.999999999999375,False,0.0
3019,Bridge end,N208,B,161.00000000000136,False,0.0
3020,Box culvert,N208,B,181.9999999999986,False,0.0
3022,Box culvert,N208,A,868.9999999999998,False,0.0
3023,Box culvert,N208,A,39.99999999999915,False,0.0
3025,Bridge start,N208,B,27.999999999998693,False,0.0
3026,Bridge end,N208,A,106.00000000000163,False,0.0
3027,Box culvert,N208,A,506.0000000000002,False,0.0
3028,Box culvert,N208,A,146.9999999999985,False,0.0
3029,Box culvert,N208,B,111.99999999999832,False,0.0
3030,Box culvert,N208,A,20.000000000003126,False,0.0
3032,Box culvert,N208,A,301.9999999999996,True,0.0
3033,Box culvert,N208,B,275.9999999999998,False,0.0
3034,Box culvert,N208,A,92.0000000000023,False,0.0
3036,Box culvert,N208,A,103.9999999999992,False,0.0
3037,Box culvert,N208,A,257.9999999999991,False,0.0
3038,Bridge start,N208,A,30.000000000001137,False,0.0
3039,Bridge end,N208,A,381.0000000000002,False,0.0
3041,Box culvert,N208,A,501.99999999999886,False,0.0
3042,Box culvert,N208,A,399.0000000000009,False,0.0
3043,Box culvert,N208,A,60.000000000002274,False,0.0
3045,Box culvert,N208,A,216.00000000000108,False,0.0
3046,Box culvert,N208,A,300.9999999999984,False,0.0
3047,Box culvert,N208,A,179.99999999999972,False,0.0
3049,Box culvert,N208,A,248.9999999999988,False,0.0
3050,Box Culvert,N208,A,60.000000000002274,False,0.0
3052,Bridge start,N208,A,27.000000000001023,False,0.0
3053,Bridge end,N208,A,182.99999999999983,False,0.0
3055,Box culvert,N208,A,393.9999999999984,False,0.0
3056,Box culvert,N208,A,547.0000000000041,False,0.0
3058,Box culvert,N208,A,204.9999999999983,False,0.0
3059,Box culvert,N208,A,238.9999999999972,False,0.0
3060,Box culvert,N208,A,121.99999999999989,False,0.0
3061,Box culvert,N208,A,115.000000000002,False,0.0
3063,Box culvert,N208,C,85.00000000000085,False,0.0
3064,Box culvert,N208,A,64.99999999999773,False,0.0
3065,Box culvert,N208,A,199.0000000000052,False,0.0
3066,Box culvert,N208,A,154.99999999999403,False,0.0
3067,Box Culvert,N208,A,121.00000000000222,False,0.0
3070,Bridge start,N208,A,270.0000000000031,False,0.0
3071,Bridge end,N208,Unknown,591.9999999999987,False,0.0
3073,Box culvert,N208,B,731.9999999999993,False,0.0
3075,Bridge start,N208,B,131.00000000000023,False,0.0
3076,Bridge end,N208,B,289.99999999999915,False,0.0
3080,Box culvert,N208,A,43.99999999999693,False,0.0
3082,Bridge start,N208,B,49.99999999999716,False,0.0
3083,Km post missing / Bridge end,N208,B,582.9999999999984,False,0.0
3084,Box culvert,N208,B,417.0000000000016,False,0.0
3086,Box culvert,N208,B,284.9999999999966,False,0.0
3087,Bridge start,N208,B,42.00000000000159,False,0.0
3088,Bridge end,N208,B,473.9999999999967,False,0.0
3091,Bridge start,N208,A,31.99999999999648,True,0.0
3092,Bridge end,N208,A,807.9999999999998,False,0.0
3094,Bridge start,N208,A,33.99999999999892,False,0.0
3095,Bridge end,N208,A,701.0000000000005,False,0.0
3097,Box culvert,N208,A,679.9999999999998,False,0.0
3098,Bridge start,N208,A,33.99999999999892,False,0.0
3099,Bridge end,N208,A,123.99999999999524,False,0.0
3102,Bridge start,N208,A,27.999999999998693,False,0.0
3103,Bridge end,N208,A,856.9999999999993,True,0.0
3107,Box culvert,N208,A,229.99999999999687,False,0.0
3110,Bridge start,N208,A,24.99999999999858,False,0.0
3111,Bridge end,N208,A,896.9999999999984,False,0.0
3116,Box culvert,N208,A,85.00000000000085,False,0.0
